,price,total_square,floor
55656,14645319,69.0,9
55658,15000000,45.0,6
55660,20500000,44.0,6
55661,16354034,61.0,14
55662,14000000,30.4,8
55663,33058400,62.0,10
55664,7400000,60.5,4
55665,13200000,46.0,7
55666,16690000,57.0,18
55667,8899999,23.6,21
55668,29000000,50.0,6
55669,13290000,58.0,12
55670,11900000,44.6,8
55671,22040000,44.34,20
55672,12097100,55.8,19
55673,14700000,55.0,2
55674,19750000,79.0,3
55675,82200000,152.7,9
55676,54980000,107.7,15
55677,20500000,59.0,12
55678,17000000,60.3,3
55679,14490000,56.5,14
55680,14000000,79.6,2
55681,13300000,48.4,2
55682,54154282,108.3,14
55683,12991982,51.0,13
55684,14436458,36.4,3
55685,9973333,31.7,3
55686,18450000,60.0,5
55687,6700000,36.0,2
55688,16960720,39.0,17
55689,13987062,48.2,11
55690,24500000,130.0,17
55691,9173544,35.18,6
55692,17837400,38.72,25
55693,12974440,65.6,20
55694,10500000,52.0,4
55695,40354600,71.5,12
55696,11400000,42.4,3
55698,15650000,57.3,9
55699,12100000,44.0,2
55700,14000000,76.6,5
55701,24764100,85.1,27
55702,12861628,51.3,11
55703,55000000,82.2,37
55705,52000000,101.2,15
55706,82980000,110.0,11
55707,8000000,42.7,9
55709,7200000,38.5,3
55710,17252760,57.0,17
55711,14900000,54.0,6
55712,11900000,27.6,5
55713,75000000,107.0,6
55714,34900000,82.5,19
55715,6000000,32.0,2
55716,27459012,69.7,12
55717,11300000,57.1,8
55718,16378500,53.7,23
55719,19300000,51.7,7
55720,18348325,63.5,10
55721,51007596,132.69,3
55722,10437584,25.1,35
55724,22500000,51.0,7
55725,9500000,69.0,3
55726,15199999,69.3,15
55727,12800000,46.8,2
55728,6890000,43.5,5
55729,7650000,59.0,4
55730,8990000,29.0,6
55731,14500000,58.7,9
55732,19200000,84.0,18
55733,14700000,57.0,3
55734,10500000,54.3,5
55735,10500000,69.0,1
55736,8482881,28.6,14
55737,17123040,41.4,13
55738,12500000,44.0,9
55739,12500000,35.6,14
55740,23900000,73.8,15
55741,9500000,38.0,8
55743,22530000,62.3,13
55744,42075000,82.5,8
55745,26269000,48.2,6
55746,16500000,52.0,8
55747,42900000,120.9,6
55748,15600000,115.3,3
55749,18839898,43.34,10
55750,8000000,55.3,14
55751,31900000,50.0,7
55752,23052864,59.0,42
55753,10500000,32.5,1
55754,8570000,36.0,4
55755,34000000,74.3,15
55756,13990000,45.0,8
55757,19460000,40.71,21
55759,14800000,35.7,6
55760,10000000,53.67,1
55762,22993259,58.84,40
55763,51000000,99.7,4
55764,30850000,70.1,34
55765,9700000,30.6,1
55766,16400325,47.5,15
55767,60500000,98.4,7
55768,14200000,52.1,7
55769,10272905,37.0,11
55770,17900000,48.7,4
55772,6600000,44.0,3
55773,16500000,65.6,11
55774,7400000,38.0,15
55775,18700000,42.0,10
55776,39107352,87.0,12
55777,29600000,75.7,11
55778,8400000,28.0,8
55779,13100000,56.4,6
55780,17300000,48.0,17
55782,10000000,67.6,16
55783,90000000,89.2,12
55784,18000000,90.0,4
55785,21000000,74.0,6
55786,12500000,57.6,2
55787,7800000,39.2,5
55788,10193352,52.0,14
55789,14606986,62.0,11
55790,15483100,56.2,11
55791,8500000,55.0,2
55792,11600000,54.2,13
55794,11468000,61.0,14
55795,14000000,56.5,17
55796,14500000,55.0,13
55797,14500000,40.0,14
55798,48938240,117.64,26
55799,9117400,35.55,3
55800,15500000,59.0,11
55801,7500000,39.0,2
55802,7500000,55.4,10
55803,22542446,42.0,37
55804,14302160,90.52,10
55805,28000000,60.0,13
55806,6200000,48.0,3
55807,44887512,123.1,51
55808,25000000,73.5,6
55809,12500000,37.09,3
55810,11915252,49.5,7
55811,12300000,44.7,11
55812,29700000,64.9,2
55813,12900000,96.0,17
55814,9703792,28.0,9
55816,18490000,55.0,3
55817,49950000,98.5,8
55818,17600000,83.1,5
55819,13706986,86.0,2
55821,16700000,69.0,1
55822,12500000,35.0,8
55823,12500000,72.0,8
55824,36493000,71.0,3
55825,9500000,62.1,17
55828,20800000,69.0,15
55829,17673310,37.58,24
55830,25000000,62.9,1
55831,13100000,58.7,9
55832,69540040,141.0,4
55833,14151994,71.2,4
55834,26690115,59.8,11
55835,11700000,62.0,2
55836,20620000,44.0,2
55837,12651635,53.9,13
55838,65000000,98.0,8
55839,9999000,52.0,2
55840,6900000,45.0,4
55841,21000000,116.0,4
55844,7500000,38.8,2
55845,7141239,33.5,7
55846,8790000,40.0,7
55847,9139600,62.6,2
55848,12950000,67.0,6
55849,27850000,70.0,9
55851,7700000,41.0,6
55852,10999000,47.0,1
55853,11800000,66.1,22
55854,42000000,55.3,2
55856,12390651,35.1,12
55857,53000000,98.0,7
55858,11600000,74.0,4
55860,12800000,51.0,13
55861,9445951,48.5,18
55862,11950000,58.7,7
55863,29500000,48.6,33
55864,23330000,72.1,21
55866,12300000,44.4,4
55868,17961696,74.0,10
55869,23900000,45.0,4
55870,42141645,87.85,9
55871,7350000,48.8,25
55872,10920000,50.0,3
55873,17500000,66.2,10
55874,12900000,52.4,17
55875,11000000,62.2,9
55876,33500000,94.1,4
55877,7588868,26.43,19
55878,38990000,79.29,15
55879,15835026,58.2,1
55880,24368459,53.9,8
55881,12200000,72.0,20
55883,11400000,54.0,2
55884,20378000,62.0,4
55885,10690000,60.0,12
55886,5080000,31.0,1
55887,9100000,35.0,2
55888,19350000,70.0,4
55890,12400000,80.0,14
55891,7300000,40.5,11
55893,56000000,128.0,11
55894,11200000,52.7,3
55895,20700000,85.0,3
55896,15200000,41.1,8
55897,14150000,36.0,9
55898,13180000,53.4,10
55899,10500000,31.0,4
55900,27000000,64.4,13
55901,10950000,54.0,4
55902,22450000,73.0,3
55903,32016800,62.0,20
55904,11900000,40.0,2
55905,15300000,33.1,8
55906,17950000,60.0,15
55907,66000000,60.0,6
55908,31600000,104.0,30
55909,11516586,35.84,24
55910,15400000,63.0,7
55911,22000000,60.0,2
55912,19000000,64.1,2
55913,14500000,60.0,5
55914,37821000,70.01,31
55915,26490000,91.1,5
55916,11600000,37.0,12
55917,7486047,34.34,8
55918,11150000,42.0,8
55919,33680000,70.8,18
55920,5690000,24.7,4
55921,7500000,52.7,10
55922,7000000,37.0,8
55923,14000000,43.0,10
55924,14200000,50.0,8
55925,13060444,61.4,5
55926,35793000,87.3,23
55927,9064080,35.1,12
55928,11500000,51.0,13
55929,10900000,60.0,8
55930,9250000,44.6,7
55931,8500000,40.0,8
55932,17250000,86.0,15
55933,113725635,147.29,25
55934,16900000,61.0,2
55935,15850000,76.7,13
55936,15600000,60.3,3
55937,21500000,43.0,1
55939,9400000,36.6,11
55940,17800000,47.0,6
55941,46600000,86.0,3
55942,10000000,44.1,6
55943,41689480,101.0,40
55944,20732400,52.0,1
55945,6811436,34.28,12
55946,7150000,28.0,8
55947,7600000,30.0,1
55948,14000000,63.8,11
55949,15107187,50.0,5
55950,5889874,43.12,7
55953,12458801,37.2,11
55954,5000000,38.0,11
55955,5300000,32.0,3
55956,22000000,74.3,11
55957,11369699,39.16,23
55958,12894187,45.0,7
55959,30100000,64.0,4
55960,9800000,24.3,20
55961,8900000,58.5,4
55962,23480428,71.76,18
55963,11000000,64.0,3
55964,7630000,37.8,2
55965,63520000,108.12,22
55966,12636352,52.41,11
55967,6478290,27.4,13
55968,11499000,55.0,3
55969,66300000,110.0,4
55970,19800000,39.2,17
55971,16653200,53.0,21
55972,8200000,38.3,7
55973,16171086,37.0,4
55974,12000000,81.0,18
55975,29000000,48.0,9
55976,16563380,32.0,3
55977,16500000,63.0,1
55978,26700000,75.6,3
55979,106973544,112.83,2
55981,16000000,54.6,13
55982,40000000,74.0,6
55983,48220000,100.0,19
55984,15355509,78.84,2
55985,12500000,72.8,4
55986,10650000,50.0,7
55987,11200000,30.0,2
55988,8999999,50.2,9
55990,14500000,54.0,9
55991,14900000,62.37,4
55992,12900000,51.9,10
55993,25000000,86.0,41
55994,17400000,42.9,4
55995,17200000,60.0,3
55996,7300000,44.8,3
55997,8990000,38.0,2
55998,19500000,73.4,1
55999,18910192,56.0,41
56000,7500000,53.9,5
56001,20500000,72.3,12
56002,10990000,35.0,12
56003,28560946,68.54,5
56004,21700000,80.0,4
56005,15300000,61.1,17
56006,43000000,126.0,21
56007,10922576,41.0,6
56008,15081049,68.3,4
56009,10500000,87.0,10
56010,16685043,54.9,15
56011,8200000,51.9,2
56012,32000000,86.0,9
56013,17000000,74.5,13
56014,12500000,67.4,2
56015,10900000,31.0,5
56016,15647733,80.0,2
56017,14000000,54.1,16
56018,24500000,52.1,10
56019,6309833,27.59,13
56021,6000000,29.3,13
56022,47000000,141.2,23
56023,7590000,36.0,4
56024,10590000,64.0,12
56025,19000000,73.0,2
56026,9720286,42.0,7
56027,5000000,27.8,16
56028,35216160,65.8,43
56029,13700000,74.0,12
56030,8500000,34.2,15
56031,28000000,110.0,8
56032,44500000,105.0,11
56034,19500000,67.0,9
56035,9950000,35.0,3
56036,13500000,44.0,9
56037,52000000,77.7,4
56038,9800000,47.4,4
56039,15500000,57.5,8
56040,12200000,80.0,3
56041,6850000,43.0,2
56042,13386422,37.1,37
56043,14650000,59.3,8
56044,14000000,84.1,6
56045,10000000,42.8,23
56046,14500000,54.6,7
56047,15833287,74.4,11
56048,40325291,72.9,34
56049,44709999,78.72,10
56050,11974960,33.08,7
56052,12830802,39.9,2
56053,13350000,55.5,1
56054,8000000,64.0,2
56055,8956613,35.0,11
56056,31970000,77.2,5
56057,24000000,64.81,41
56058,25200000,74.8,17
56059,11300000,40.0,4
56060,16692296,67.0,23
56061,5650000,36.0,2
56062,14700000,95.2,14
56063,13792000,34.48,18
56064,10000000,54.5,1
56065,77500000,100.1,10
56066,12132271,43.0,2
56067,14800000,30.2,3
56068,10700000,34.7,7
56069,19218880,46.4,15
56070,12571125,37.5,6
56071,9200000,38.0,9
56072,37160000,62.0,15
56073,44595132,95.0,7
56075,8700000,33.9,1
56076,24500000,55.0,2
56077,26421030,56.98,5
56078,8500000,38.0,1
56079,11990000,76.6,20
56080,21058885,68.7,29
56081,13500000,59.9,3
56082,14400000,58.8,8
56083,7775000,41.0,15
56084,12499999,38.0,4
56085,16434180,73.92,24
56086,16000000,67.1,5
56087,9880000,33.0,9
56088,49743180,110.0,1
56089,7850000,44.2,6
56090,19849920,70.0,15
56091,9502979,60.49,21
56092,16200000,40.1,2
56093,29200000,80.1,8
56094,45530000,96.0,17
56095,14171131,57.0,28
56097,18420822,65.7,10
56098,8350000,38.2,1
56099,17987000,64.6,4
56100,67939665,80.5,10
56101,13300000,45.0,4
56102,7900000,34.2,28
56103,9152231,35.27,2
56104,41955004,81.6,8
56105,5412953,23.98,16
56106,17000000,51.5,12
56107,38452800,106.4,16
56108,10250000,46.7,1
56109,13300000,33.3,9
56110,29426676,79.0,16
56111,59900000,123.0,3
56112,65900000,140.0,5
56113,10103951,33.15,17
56114,9150000,47.6,4
56115,17500000,73.0,3
56116,17900000,64.6,2
56117,16673200,57.0,16
56118,11500000,47.0,4
56119,13400000,74.7,13
56120,11200000,33.0,3
56122,27900000,70.0,9
56123,10950000,65.0,16
56124,29443050,81.9,6
56126,12800000,45.8,9
56127,10462200,32.9,14
56128,8450000,55.0,7
56129,12850000,43.0,5
56131,27990000,71.0,30
56132,9623622,55.9,1
56133,5400000,31.0,5
56134,8890000,37.8,6
56135,13165716,51.6,13
56136,32508217,97.6,3
56137,82542568,134.1,15
56138,59403160,81.8,9
56139,11300000,40.1,20
56140,20000000,58.6,4
56141,16300000,62.0,1
56142,43046910,114.7,43
56143,13288740,72.3,22
56144,19942384,73.0,16
56145,16500000,55.0,23
56146,25500000,42.9,9
56147,7100000,44.9,6
56148,13500000,53.0,2
56149,9550000,51.4,5
56150,22000000,64.3,1
56152,7180000,53.0,3
56153,31215450,69.0,15
56154,15260000,23.75,23
56155,7999000,53.0,15
56156,24700000,60.0,3
56157,17500000,75.0,6
56158,22660000,55.0,29
56159,106000000,110.0,4
56160,20642864,49.0,13
56161,12700000,54.0,13
56162,24600000,54.8,3
56164,11800000,40.4,2
56165,76000000,129.1,3
56166,60000000,105.9,20
56167,63000000,110.0,2
56168,16882060,74.8,17
56169,20900000,95.6,5
56170,27000000,77.0,7
56171,11300000,39.0,12
56172,11800000,71.0,12
56173,11200000,59.3,10
56174,13200000,88.0,2
56175,12600000,39.2,5
56176,23200000,58.3,11
56177,18660827,46.4,3
56178,22500000,83.5,17
56179,18272331,59.5,8
56180,12600000,65.0,12
56181,35936640,73.0,43
56182,8139430,37.7,13
56183,13999999,65.0,25
56184,120000000,153.0,5
56185,17754720,56.4,26
56186,82070600,132.9,17
56187,32999000,90.0,8
56189,13435000,62.1,8
56190,12450000,77.1,13
56191,18900000,105.0,17
56192,11800000,33.4,9
56193,11700000,30.1,3
56195,14268956,40.4,20
56196,50000000,110.02,11
56197,25500000,86.0,12
56198,33593800,67.0,14
56199,7600000,52.0,6
56200,37000000,97.3,7
56201,8149999,47.8,14
56202,12470263,34.63,20
56203,36097552,84.0,9
56204,36500000,78.1,40
56206,85000000,113.4,15
56208,10900000,37.9,2
56209,71900000,117.0,34
56210,21900000,66.0,8
56211,20500000,49.0,4
56213,10000000,39.0,15
56214,8689018,27.5,2
56215,9085478,28.8,13
56216,7414610,27.4,9
56217,28500000,78.0,37
56218,8300000,34.2,18
56219,12648166,49.5,4
56220,22510000,38.0,25
56221,14900000,33.3,3
56222,9600000,54.0,9
56223,15000000,54.7,1
56224,6800000,42.4,16
56225,17400000,60.9,13
56226,10500000,47.4,4
56227,23200000,86.1,3
56228,22500000,73.0,16
56229,33638792,82.0,22
56230,26395876,46.57,11
56231,9048452,34.9,16
56232,19900000,85.8,4
56233,16248960,50.0,10
56234,24232815,46.29,12
56235,8650000,36.2,3
56236,36584848,93.9,4
56237,10703763,57.24,12
56238,22990000,55.6,2
56239,5405543,33.4,12
56240,14300000,89.5,6
56241,15900000,45.2,5
56242,26500000,51.4,10
56243,49800000,148.7,12
56244,30503520,82.8,20
56245,8500000,61.1,1
56246,6400000,33.0,8
56247,18000000,47.2,7
56248,6850000,43.4,4
56249,30093644,75.0,29
56250,10800000,62.3,4
56251,11178000,48.1,11
56252,12900000,74.0,21
56253,14600000,50.5,3
56254,9600000,38.1,12
56255,37000000,104.0,2
56256,5500000,34.6,5
56257,10834360,39.0,8
56258,9600000,54.0,12
56260,7000000,41.2,8
56261,6500000,35.8,5
56262,6800000,38.6,5
56263,9000000,40.0,1
56264,11900000,38.0,13
56265,5300000,30.0,5
56266,19500000,80.0,11
56267,21300000,86.22,5
56268,18600000,76.6,4
56269,20500000,77.0,9
56270,65436764,116.0,17
56271,12200000,35.6,3
56272,25555555,66.0,5
56274,110000000,105.0,2
56275,43939200,96.01,15
56276,9563469,60.49,21
56277,15308280,46.8,9
56278,17215376,50.0,10
56279,8850000,34.8,1
56280,31906190,47.9,9
56281,39711214,104.17,16
56282,26454325,48.5,2
56283,18880000,35.45,20
56284,22064036,55.3,36
56285,9400000,54.2,5
56286,9590000,29.7,3
56287,18450000,70.3,11
56288,12300000,57.0,3
56289,50764822,111.9,2
56290,9990000,55.4,2
56291,10500000,38.7,6
56292,9700000,44.7,5
56293,15047697,79.17,14
56294,21350000,43.72,11
56295,35000000,83.1,5
56296,23927872,62.3,12
56297,11383772,71.5,7
56298,18890000,57.8,17
56299,17134136,45.88,22
56300,11900000,72.1,14
56302,31000000,84.4,7
56303,49950000,120.0,13
56304,9250000,36.6,26
56305,7777777,41.0,10
56306,14990000,39.9,8
56307,9500000,40.6,13
56308,26835062,61.0,15
56309,7360485,27.2,8
56310,15130080,46.0,12
56313,11990000,58.0,5
56314,11500000,44.5,6
56315,18500000,37.0,5
56316,12700000,45.0,3
56317,35000000,156.0,24
56318,9600000,30.8,5
56319,15800000,75.0,1
56320,46692420,82.7,18
56321,19950000,53.6,2
56322,13850000,76.1,4
56323,18094200,57.0,32
56324,10400000,43.8,6
56325,17894800,58.1,12
56326,6699000,44.9,1
56327,33328320,60.0,2
56328,20500000,29.0,2
56329,15000000,41.0,7
56330,10900000,38.0,15
56331,9000140,26.0,15
56332,9500000,39.0,3
56334,22500000,58.0,5
56336,16500000,35.0,15
56337,6900000,39.8,16
56338,16134800,42.0,25
56339,22200000,40.3,6
56340,8350000,44.1,15
56341,20696368,62.8,2
56342,27500000,85.6,19
56343,26000000,55.0,13
56344,9500000,55.0,8
56345,26822300,74.3,17
56346,37700000,130.0,13
56347,10000000,48.2,6
56348,50000000,88.0,3
56350,18000000,56.0,5
56351,9690000,54.9,14
56352,17321500,50.5,23
56353,8086016,23.7,8
56354,39000000,71.0,5
56355,37000000,120.0,15
56357,14500000,69.5,5
56358,16048400,42.4,3
56359,9350000,40.0,8
56360,10246519,33.0,25
56361,12990000,68.0,8
56362,13000000,43.1,4
56363,29934638,44.42,8
56364,10000000,55.0,5
56365,47000000,78.0,5
56366,14911596,37.7,7
56367,11990000,42.0,8
56368,12070400,37.0,14
56369,8100000,27.3,7
56370,11382974,36.9,11
56371,11499999,52.6,18
56372,14500000,51.7,11
56373,28634907,63.8,1
56374,13400000,54.0,2
56375,8200000,36.4,3
56376,67145702,88.48,16
56377,14100000,41.8,3
56378,19958000,59.0,14
56379,18900000,92.0,10
56380,22500000,51.0,10
56381,13950000,52.3,8
56382,12500007,60.0,14
56383,60000000,102.8,7
56384,49500000,101.0,14
56385,13790598,48.0,8
56386,14300000,39.9,10
56387,33475200,80.4,2
56388,10400000,41.2,22
56389,10100000,67.3,3
56390,11500000,39.2,11
56391,22632009,62.92,7
56392,14747252,28.0,30
56393,27577514,82.9,6
56394,5600000,41.0,12
56395,14500000,40.0,1
56397,20790000,76.0,15
56398,9900000,42.1,5
56399,13199999,70.0,8
56400,6300000,27.6,17
56401,16445730,50.0,12
56402,11765369,36.0,8
56403,16416204,58.6,5
56404,23048788,64.0,19
56405,9140947,35.0,7
56406,9950000,36.9,10
56407,14400000,64.0,2
56408,16065933,75.0,8
56409,16250000,58.0,6
56410,12600000,80.5,6
56411,18200000,42.0,12
56412,10500000,72.0,9
56413,8700000,48.0,6
56414,16800000,74.0,3
56415,60000000,92.6,11
56416,8250000,41.5,10
56417,7400000,31.5,6
56418,6000000,33.0,3
56419,37000000,108.4,13
56420,11300000,52.1,8
56421,10990000,40.0,24
56422,10490000,39.2,2
56423,18200700,112.35,13
56424,22000000,68.7,11
56425,18200000,64.0,1
56426,14600000,46.0,7
56427,28321975,62.59,12
56428,14900000,53.0,5
56429,18250000,79.2,2
56430,8721060,33.3,4
56431,13500000,61.0,1
56432,60174851,79.7,22
56433,19000000,58.0,5
56434,5200000,23.8,8
56435,7400000,38.0,2
56436,38169453,76.2,3
56437,15300000,44.5,4
56438,14999440,72.6,7
56439,12900000,41.0,10
56440,11531824,35.14,21
56441,23430000,75.3,4
56442,14500000,57.7,5
56444,12500000,36.0,8
56445,12300000,57.0,13
56446,10900000,50.8,6
56447,19742508,62.0,17
56448,18998700,58.0,25
56449,44000000,95.3,4
56452,27000000,91.0,1
56453,8500000,34.6,12
56454,81095445,126.9,43
56455,19381684,44.0,6
56456,23700000,50.0,13
56457,15450000,82.3,2
56458,10300000,44.5,1
56459,24000000,45.0,4
56460,18647585,57.7,16
56461,9100000,33.0,2
56462,18000000,33.0,12
56463,52953645,145.2,12
56465,54990000,85.0,27
56466,23162000,62.6,17
56467,18500000,86.0,2
56468,10000000,44.0,5
56469,32000000,96.3,4
56470,16900000,70.0,9
56471,51919336,105.0,25
56472,21731274,58.95,14
56475,10328256,42.0,6
56476,34437600,47.83,12
56477,8800000,43.0,2
56478,110000000,155.0,3
56479,15791227,86.0,2
56480,34898832,99.0,16
56481,9600000,51.0,11
56483,57569392,84.2,3
56485,22439950,59.8,3
56486,6900000,48.0,4
56487,9929564,33.3,12
56488,22800000,75.0,5
56489,9887248,36.0,11
56490,16300000,58.0,4
56492,18500000,60.8,4
56493,18957000,71.0,16
56494,9400000,32.4,6
56495,14500000,36.8,5
56496,6100000,41.0,15
56497,9100290,35.1,17
56499,24120000,52.9,5
56500,20392492,66.0,7
56501,10400000,40.0,3
56502,7100000,36.4,6
56503,18755616,45.2,17
56504,13999999,65.0,1
56505,35500000,113.0,14
56506,12100000,45.8,8
56507,13800000,34.0,8
56508,25200000,112.0,8
56509,13700000,60.0,3
56510,25700000,49.0,6
56511,6500000,38.0,2
56512,5650000,35.1,5
56513,5900000,45.0,3
56514,23990000,72.8,5
56515,11770000,91.7,12
56516,14000000,74.4,9
56517,8500000,35.0,10
56518,75000000,76.6,9
56519,44000000,60.0,7
56520,17600000,60.2,17
56521,39655000,103.0,4
56522,13900000,37.5,5
56523,5490000,27.5,5
56524,10000000,56.4,7
56527,13990000,69.5,7
56528,13900000,63.0,10
56529,6600000,31.7,2
56530,12661181,56.6,13
56531,6100000,41.5,1
56532,17829065,65.0,13
56533,5300000,35.1,7
56534,15560981,72.0,10
56535,12200000,66.6,16
56536,7902456,26.0,4
56537,38000000,81.4,9
56538,13500000,54.8,1
56539,11200000,48.3,6
56540,9948154,36.0,6
56541,13793195,61.99,23
56542,13700000,38.0,5
56543,11450000,30.0,1
56544,8409077,28.4,13
56546,10890000,30.0,5
56547,28367339,100.1,2
56548,7900000,37.8,15
56549,13500000,53.3,2
56550,14963840,41.2,20
56551,16700000,70.1,9
56552,6900000,32.6,7
56553,18900000,86.7,11
56554,15500000,43.6,5
56555,17900000,92.5,3
56556,14466454,60.8,2
56557,6520000,30.4,5
56558,30000000,67.5,4
56559,49943250,95.13,24
56560,16700000,59.0,2
56561,16300000,73.0,10
56562,10800000,31.5,4
56563,21000000,85.0,9
56564,10400000,45.3,5
56565,100000000,138.0,5
56566,97699140,138.6,38
56567,11500000,31.6,3
56569,21800000,79.8,17
56570,13600000,60.0,17
56571,11900000,43.0,2
56572,30475092,63.15,12
56573,35382180,78.0,21
56574,9154906,35.18,5
56575,16990000,63.1,5
56576,13800000,63.3,9
56577,9500000,42.2,1
56578,16490000,66.0,16
56579,6890000,42.6,7
56580,11400300,27.0,34
56581,12101700,38.0,20
56582,10200000,52.0,11
56583,15750000,58.5,7
56584,17000000,86.0,11
56585,12376704,38.6,7
56586,25000000,68.0,23
56587,14400000,60.9,12
56588,8000000,33.0,3
56589,14058301,43.4,21
56590,7600000,33.8,2
56591,12000000,54.8,1
56592,18175504,85.9,8
56593,66999990,148.0,6
56594,11750000,64.3,16
56595,7850000,39.4,7
56596,18000000,56.6,6
56597,17500000,85.0,10
56598,16543103,75.0,13
56599,9990000,52.0,1
56600,19000000,45.0,5
56601,24100000,87.6,12
56602,11290000,46.0,11
56603,14300000,60.6,7
56604,22777568,55.0,48
56605,21500000,59.4,21
56606,14207535,58.3,27
56607,17400000,39.0,13
56608,39786816,66.7,13
56609,21546449,53.3,37
56610,9044558,40.2,4
56611,8600000,24.5,2
56612,17421700,41.5,20
56613,17119579,64.1,9
56614,110000000,96.0,2
56615,14155505,72.9,10
56616,7520000,40.8,6
56617,26000000,43.8,3
56618,11500000,38.0,12
56619,25603980,65.82,10
56620,9750000,59.0,1
56621,11000000,65.0,2
56622,7950000,41.0,10
56623,7000000,36.4,4
56625,12950000,46.0,8
56626,37320000,61.73,27
56627,89900000,126.0,7
56628,14000455,62.1,2
56629,24498712,71.0,43
56630,12200000,46.0,4
56631,12380000,44.4,14
56632,27900000,61.9,9
56633,39900000,98.0,24
56634,7600000,33.0,13
56635,10464383,60.03,15
56636,16415000,67.0,9
56637,12800000,47.6,2
56638,6920000,32.0,5
56639,25000000,60.0,11
56640,10950000,57.0,11
56642,19999000,93.0,17
56643,18886770,56.7,49
56644,10950000,58.0,17
56645,26594913,49.8,6
56646,29500000,73.9,16
56647,7486200,24.0,8
56648,9900000,35.2,7
56649,21900000,75.0,15
56650,120000000,115.0,9
56651,11300000,34.0,2
56652,23381936,94.0,8
56653,40000000,134.5,2
56654,38000000,131.9,33
56655,22400000,51.0,16
56656,68850000,66.1,5
56657,16900000,45.0,2
56658,12500000,39.8,10
56660,73000000,145.0,14
56661,14923251,40.0,40
56662,37730000,79.0,11
56663,14000000,46.0,1
56664,20000000,50.3,7
